image_id,description
ccc30ec3db96e6f81a4a1e3fd251973e,"The woman is wearing a blue shirt and blue shorts. The shirt is tight and has a low waist, while the shorts are short and have a low waistline. The shirt is above-the-hip and has a micro design, giving it a casual and stylish appearance. The woman is posing in front of a fence, showcasing her outfit and overall silhouette."
ad55f9ca7dbcc74fac51c66addf4431b,"The image features a pair of blue jeans with a straight leg and a normal waist. The jeans have a welt pocket and a fly, giving them a classic and stylish appearance. The material appears to be denim, which is a popular choice for jeans due to its durability and comfort. The overall silhouette of the jeans is slim-fit, making them a fashionable choice for those who prefer a more modern and tailored look."
7dfb06f211662c7b13b60a710eebcf07,"The clothing item is a red dress with a high waist and a symmetrical design. The dress features a straight cut and is made of a material that gives it a smooth and elegant appearance. The neckline is low, and the sleeves are short, adding to the overall stylish and modern look of the dress. The overall silhouette of the dress is slim and form-fitting, accentuating the wearer's figure."
bfc259b49e02462f7ca0a47dc7a55fc5,"The clothing item is a yellow and white striped shirt. The shirt is short, with a tight fit and a set-in sleeve. The material appears to be lightweight and comfortable, suitable for a casual setting. The shirt has a symmetrical design, with the stripes creating a visually appealing pattern. The overall silhouette of the shirt is simple and classic, with a focus on the bold yellow and white color combination."
940485d2e054ddd7718e798a26837eaf,"The woman is wearing a blue skirt. The skirt is a sheath style, which means it is a fitted garment that hugs the body and typically reaches the knees or mid-thighs. The skirt has a symmetrical design, which means it is evenly balanced and symmetrical in shape. The skirt is made of a tight material, which gives it a fitted appearance. The waistline is normal, which means it sits at the natural waist level. The skirt is above-the-hip length, which means it is shorter than the hip and reaches the upper thighs. The skirt has a patch design, which adds visual interest to the garment."
bdc892ddc148f860e7fc2f056791faea,"The woman is wearing a green jacket, which is a long-sleeved, single-breasted, and fly garment. The jacket has a patch on it, adding a unique touch to her outfit. She is also wearing jeans, which are a casual and comfortable choice. The woman is posing for a picture, and her pink shoes stand out as a stylish and eye-catching accessory."
a0b72235a3ea4bc424241ec51e1dcdec,"The clothing item is a red skirt with a black and white top. The skirt is short and has a mini length, while the top is tight and single-breasted. The skirt is made of a material that gives it a velvet-like appearance. The overall silhouette of the outfit is symmetrical, with no waistline, and it is designed to be worn above the hip. The combination of the red skirt and black and white top creates a visually striking contrast, making the outfit stand out."
f81a5f94bc5d299571624a1bc096087c,"The clothing item is a colorful skirt with a tight fit, featuring a symmetrical design. The skirt has a normal waist and is made of a material that allows for a smooth and elegant appearance. The skirt is paired with a black top, which complements the vibrant colors of the skirt. The overall silhouette of the outfit is stylish and fashionable, making it suitable for a variety of occasions."
96b1a0196d693bc3f4b80f192e7ea5e0,"The clothing item is a blue denim shirt, which is a tight-fitting garment. It has a symmetrical design and a single breasted front, with a fly. The shirt features a set-in sleeve and a patch pocket on the front. The neckline is curved, and the sleeves are above-the-hip, giving the shirt a casual and stylish appearance. The shirt is made of denim material, which is known for its durability and classic appeal."
3adfce433736bf2f0ffe33b013d7a75c,"The gown is a blue trumpet-style dress with a dropped waistline. It features a floor-length design and a zip-up front. The material appears to be plastic, giving it a shiny and glamorous appearance. The neckline is high, and the sleeves are long, adding to the overall elegant and stylish look of the dress."
73a8732bcb5ef8e0afc35a6966ba7ad7,"The clothing item is a blue jeans jacket with a symmetrical design. It has a regular fit and a low waist, giving it a hip appearance. The jacket features a set-in sleeve and a slash, adding a unique touch to its style. The wrist-length sleeves provide a comfortable and stylish look. The overall silhouette of the jacket is casual and fashionable, making it an attractive choice for a variety of occasions."
022e29e5ca03800c46ceb3294acc4172,"The young girl is wearing a black shirt with a white cross on it. The shirt is tight and has a regular fit, without a waistline. She is also wearing black pants that are hip and have a fly. The overall silhouette of the outfit is casual and symmetrical, with a classic style. The girl is standing in a hallway, posing for the camera."
fc5936b8327164d33f25b9a844e774e2,"The clothing item is a brown coat with a white collar. It has a symmetrical design and a dropped shoulder sleeve, giving it a casual and relaxed appearance. The coat is made of a material that appears to be soft and comfortable, possibly a wool or cotton blend. The collar is high, adding a touch of elegance to the overall look. The coat is a-line in shape, with a regular fit that is neither too tight nor too loose. The sleeves are wrist-length, and the coat has no waistline, giving it a more relaxed and comfortable feel."
116668296d4e3fe7e6dc8e7b6c9c2aed,"The clothing item in the image is a blue coat or jacket. It has a symmetrical design and is tight-fitting, giving it a regular appearance. The coat does not have a waistline, making it a unique and stylish choice. The man is wearing the coat with jeans, which adds to the casual and fashionable look. The coat has a single-breasted design, and the sleeves are set-in, providing a comfortable fit. The overall silhouette of the outfit is well-balanced and visually appealing."
3a14f28683b6a1c713117694abf5e435,"The woman is wearing a white dress that features a high waist and a fit and flare silhouette. The dress has a single breasted design, and the neckline is elegant and symmetrical. The dress is made of a shiny material, giving it a formal and sophisticated appearance. The woman is also holding a bouquet of yellow flowers, which adds a touch of color and freshness to her overall look."
55b0406efe73cf56a8dcfd7a0e298d93,"The clothing item is a white blazer, which is a type of jacket. It has a symmetrical design and is made of a light-colored fabric. The blazer features a regular fit and wrist-length sleeves, with a notched lapel and a set-in sleeve. The jacket has a single-breasted front, and the sleeves are made of a welt and flap construction. The overall silhouette of the blazer is slim and elegant, making it suitable for both casual and formal occasions."
513519886bc7b29b0507ae721de26ac6,"The clothing item is a bright orange shirt with a black and orange tie. The shirt is a single-breasted, set-in sleeve, and has a low waist. The tie is black and orange, adding a pop of color to the outfit. The shirt is paired with beige pants, creating a contrasting and eye-catching combination. The overall silhouette of the outfit is casual and comfortable, with a focus on the bold colors and patterns."
18c60c63450b8e10db2e12a87f4ae661,"The clothing item is a black shirt with a woman's face on it. The shirt is tight and has a symmetrical design. The woman is wearing leggings, which are black and tight as well. The shirt has a fly, and the neckline is oval. The sleeves are set-in, and the overall silhouette is casual."
0d1e0c8c0f57ceb1a13574afe0dbf557,"The clothing item is a white and blue dress with a lace-up detail. The dress is made of a sheer material, giving it a light and airy appearance. The neckline is a deep V, adding a touch of elegance to the overall look. The sleeves are short, which complements the dress's overall style. The dress has a straight silhouette, and the oval shape of the dress adds a unique touch to its design. The lace-up detail on the dress adds a playful and stylish element to the outfit."
4c882c4dbe01e7e9960849a2000eaad4,"The clothing item is a brown dress with a straight silhouette. It has a normal waist and features a neckline that adds a touch of elegance to the overall design. The dress is made of a material that gives it a smooth and polished appearance. The color of the dress is brown, which adds warmth and sophistication to the outfit. The style of the dress is formal, making it suitable for special occasions or events."
b63577e185d1317b8f6c05c26ba689eb,"The gown is a white, floor-length garment with a high waist and a symmetrical design. It features a zip-up front, giving it a modern and elegant appearance. The gown's material appears to be light and airy, suitable for a warm day. The neckline is a simple, round shape, while the sleeves are long and flowing, adding to the overall graceful silhouette of the dress."
62b139633c507ba4efc47d6cceb3d948,"The clothing item is a red robe with a black belt. It has a symmetrical design and a pencil skirt, giving it a tight and elegant appearance. The robe features a set-in sleeve, which adds to its overall style. The woman is wearing black sandals with the robe, completing the look."
31f6ff4ed5e5c6564766180c95d7b052,"The clothing item is a black, a-line dress with a round neckline. It features a zip-up front, giving it a modern and stylish appearance. The dress is made of a smooth, shiny material, which adds to its elegance. The overall silhouette of the dress is symmetrical, creating a flattering and balanced look."
4005ddda891d6f28e07a9e4e06848474,"The man is wearing a jacket, which is a classic piece of clothing. The jacket is made of a material that is likely to be durable and comfortable. It has a symmetrical design, with a regular fit that sits at the waist. The jacket features a single-breasted front, with a fly that adds a touch of elegance to the overall appearance. The sleeves are set-in, which means they are sewn into the jacket, providing a clean and polished look. The jacket has a wrist-length, which is a common length for jacket sleeves."
2f0fd324b356af7ed0ab7f1162fa29b0,"The woman is wearing a purple leather jacket, which is a zip-up style. The jacket has a symmetrical design and is made of leather material. She is also wearing tight jeans, which have a low waist and a wrist-length hem. The jeans are paired with a black shirt, which complements the purple jacket. The woman's overall silhouette is stylish and fashionable, with a combination of casual and formal elements."
154bba7a72f2ced939360f1ecb2b0b72,"The man is wearing a blue blazer, which is a type of jacket. The blazer has a symmetrical design, and it is a regular fit, meaning it is neither too tight nor too loose. The blazer has a single breasted design, which means it has a single row of buttons. The blazer also features a welt pocket, which is a pocket that is sewn under the flap of the pocket. The blazer is made of a micro material, which is likely a type of synthetic fabric. The man is wearing the blazer with a shirt, which has a notched collar and a wrist-length sleeve."
f457b0c2f96d6eaf0349ba1db59753c5,"The clothing item is a white, high-waisted, mini skirt with no opening. It has a symmetrical design and is made of a lightweight, sheer material. The skirt is hanging on a hanger, showcasing its shape and form. The overall silhouette of the skirt is sleek and modern, making it a stylish and fashionable piece of clothing."
657d8f67bc8d3c189e3aaeb8381ecdc5,"The clothing item is a blue shirt with a yellow skirt. The shirt is a long-sleeved, button-up style, featuring a set-in sleeve and a zip-up front. The skirt is a short, above-the-hip length, with a regular waist and a symmetrical silhouette. The combination of the blue shirt and yellow skirt creates a visually appealing contrast, making the outfit stand out."
c60d690aeb84d30f4a0663a0c9e03fd6,"The gown is a floor-length, asymmetrical dress with a high waist. It features a one-shoulder design, giving it a unique and stylish appearance. The dress is made of a plastic material, which adds a touch of modernity to its overall look. The color of the gown is a deep shade of blue, which adds a sense of sophistication and elegance to the ensemble. The dress is adorned with a gold belt, which complements the blue hue and adds a touch of glamour to the outfit."
ce1820bb88debe269f7d4bf404949bd1,"The man is wearing a denim jacket, which is a symmetrical and regular garment. The jacket has a normal waist and hip, and it features a set-in sleeve and a fly. The denim material gives the jacket a casual and stylish appearance."
e314c8029edb8aeaced474025cfdf444,"The woman is wearing a red dress that features a fit and flare style. The dress has a normal waist and a mini length, giving it a flattering and stylish appearance. The neckline is asymmetrical, adding a unique touch to the overall design. The dress is made of a shiny material, which enhances its visual appeal and complements the woman's blonde hair and red heels."
276bc59918831fcb6beefcb15c9e4091,"The woman is wearing a pink shirt that is short and has a single breasted design. The shirt is made of a lightweight material, giving it a casual and comfortable appearance. The color of the shirt is a soft pink, which complements her outfit. The shirt is short, revealing her legs and adding a touch of style to her overall look."
8979564eec54f606a6e23b2378186fc7,"The yellow shirt is a classic crew neck t-shirt with a set-in sleeve. It has a symmetrical design and a regular fit, making it a versatile and comfortable garment. The shirt is made of a soft, lightweight material, suitable for casual wear. The neckline is simple and unadorned, while the sleeves are short, adding to the overall casual and relaxed appearance of the shirt."
493dbab8c3083ccb1d79f77555accf0c,"The woman is wearing a black dress with a white and black pattern. The dress has a high waist and a wrist-length sleeve, giving it a sleek and elegant appearance. The neckline is set-in, and the overall silhouette of the dress is above-the-hip, accentuating her figure. The dress is made of a material that appears to be tight and form-fitting, which complements her body shape."
cfb4be6a3d498a0854e15cd2c75083cd,"The image features a man wearing a black tank top with a picture of a woman on it. The tank top has a symmetrical design, and the man is wearing it above the hip, giving it a casual and relaxed appearance. The tank top is made of a material that allows for a comfortable fit, and the overall silhouette of the garment is sleeveless, showcasing the man's tattoos."
09f75eabfda3c51ce01f8ccd8adc1090,"The image features a purple shirt, which is a classic and symmetrical garment. It has a regular fit and a short sleeve, giving it a casual and comfortable appearance. The shirt has a crew neckline, and the sleeves are set-in, which adds to its overall style. The color of the shirt is a deep purple, making it stand out and look visually appealing."
13a7a4d802165dded9aa28a8e62ac534,"The clothing item is a yellow tank top, paired with blue jeans. The tank top has a symmetrical design and is tight-fitting, showcasing the woman's curves. The jeans are also tight, emphasizing her hip shape. The tank top has a normal waist and a fly, while the jeans have a curved silhouette. The overall appearance of the outfit is casual and stylish, with the woman posing confidently for the camera."
c442d31c332e3e9ea9b516ce8bed2bf6,"The clothing item is a pink dress with a long neckline and long sleeves. The dress is made of a soft, knitted material, giving it a cozy and comfortable appearance. The neckline is high, adding a touch of elegance to the overall design. The sleeves are long, extending down to the wrist, and the dress has a set-in sleeve style. The dress is mini in length, providing a stylish and modern look. The color of the dress is a warm pink, which adds a pop of color to the outfit."
41d1e1214e56c43ca01f81070b1b9f10,"The image features a woman wearing a black and white dress. The dress is a sheath style, which means it is a close-fitting garment that hugs the body. The dress has a symmetrical design, which adds to its visual appeal. The waist of the dress is at a normal level, and the sleeves are wrist-length, providing a comfortable fit. The dress has a zip-up front, making it easy to put on and take off. The overall silhouette of the dress is elegant and stylish, making it a suitable choice for a formal or semi-formal occasion."
7428c772de4558dd25a50de8c9120531,"The woman is wearing a short, tight, and loose beige top. The top has a low waist and no waistline, giving it an above-the-hip appearance. The neckline is curved, and the sleeves are short, adding to the casual style of the garment. The woman's shorts are also denim, with a fly and a low waist, complementing the overall silhouette of her outfit."
32fbd2c48932a110c4740090d24893d2,"The woman is wearing a maroon sweater with a gray shirt underneath. The sweater is a tight-fitting, above-the-hip style, featuring a set-in sleeve and a welt. The shirt is a regular, wrist-length garment with a single breasted design. The woman is posing with her arms crossed, showcasing the sweater and shirt combination."
d7ce431ed518a51f5b7096fe0919ba29,"The black dress is a tight, above-the-hip garment with a zip-up design. It features a symmetrical neckline and a normal waist, giving it a stylish and elegant appearance. The dress is made of a shiny material, which adds to its overall visual appeal. The woman is wearing high heels, which complement the dress and enhance her overall look."
5b2f590c7850a4ae7fa6d2ac19aef0b7,"The clothing item is a black and white dress with a high waist. The dress is made of a tight material, giving it a fitted appearance. The neckline is a simple, round neck, and the sleeves are short, adding to the overall casual style of the dress. The dress has a symmetrical design, with the pattern being visible on both the front and back sides. The woman is wearing a black hat, which complements the black and white color scheme of the dress."
82cf96c7277e9d032b0c3b915511d4a7,"The clothing item is a beige trench coat with a high waist and a wrist-length hem. It features a set-in sleeve and a single breasted design. The coat is made of a loose, regular fabric, giving it a casual and comfortable appearance. The neckline is a slash, adding a touch of style to the overall silhouette. The coat is paired with a striped skirt, which complements the beige color of the trench coat."
b1134d9c890d4366478d4a59d84af349,"The clothing item is a pair of green cargo pants with a low waist. The pants have a straight and regular fit, and they feature a fly. The material appears to be a durable fabric, suitable for casual wear. The pants have a unique design with slashes on the sides, adding a stylish touch to the overall appearance. The person wearing the pants is standing in front of a white background, which highlights the pants' color and design."
a932fd52a2055b85eda5a91dacf6dd4b,"The clothing item in the image is a pink jacket. It is a classic, symmetrical, and regular-sized garment with a wrist-length sleeve. The jacket has a single-breasted design, and the neckline is set-in. The jacket is made of a material that appears to be a blend of cotton and polyester, giving it a casual and comfortable feel. The woman is wearing the jacket over a white shirt, which adds a touch of contrast to the outfit. The overall silhouette of the jacket is hip, with a fly that adds a touch of style to the ensemble."
98edcdf978b27701e47c41a6b4b7ca60,"The gown is a white, asymmetrical, high-waisted dress with a zip-up design. It features a straight silhouette and a unique asymmetric neckline. The dress is made of a delicate material, possibly silk or satin, and has a flowing, elegant appearance. The overall style of the gown is formal, making it suitable for special occasions or evening events."
5b748ceb02d1f3573eaf390ae0996a0a,"The clothing item is a short, tight, and low-waist denim shorts. The shorts have a symmetrical design and a curved fly. The material appears to be denim, giving the shorts a casual and stylish appearance. The overall silhouette of the shorts is above-the-hip, which complements the woman's figure."
27a1f7e912a0966c01bf7ef68e745bcf,"The clothing item is a red velvet dress with a fit and flare silhouette. The dress features a normal waist and a symmetrical design. The neckline is high, and the sleeves are long, adding a touch of elegance to the overall appearance. The material of the dress is velvet, giving it a luxurious and sophisticated look. The dress is displayed on a mannequin, showcasing its shape and style."
6915489ed434b1fb4efe429834fcc456,"The woman is wearing a purple dress with a gold stripe. The dress is a midi length, which means it reaches the midpoint between the knee and ankle. The dress has a set-in sleeve, which means the sleeves are sewn into the body of the dress, creating a smooth and fitted appearance. The neckline of the dress is high, which adds a touch of elegance to the overall look. The dress is made of a shiny material, which gives it a glamorous and sophisticated appearance."
47f35c4cc1ca92a4e34a0595ea70814b,"The woman is wearing a white dress with a crop top. The dress has a high waist and a loose, straight across design. The crop top is symmetrical and tight, adding a stylish touch to the overall appearance. The dress and crop top are made of a lightweight, flowing material, giving the outfit a casual and comfortable feel. The woman is standing on a ledge, possibly overlooking a body of water, which adds to the overall aesthetic of the scene."
22a381943c05bb30fd59410d89e7e915,"The woman is wearing a black coat, which appears to be a long, fitted garment with a symmetrical design. The coat has a wrist-length sleeve and a set-in sleeve, giving it a tailored and elegant appearance. The neckline is high, adding a touch of sophistication to the overall look. The coat is made of a material that appears to be smooth and shiny, which complements the woman's outfit and enhances her overall appearance."
594b389acf1f17061bdbd10c2b840a18,"The gown is a black, floor-length garment with a symmetrical design. It features a mermaid style, which means it has a fitted top and a flared bottom, creating a flattering silhouette. The gown has a normal waist, and the neckline is high, adding a touch of elegance to the overall look. The gown is made of a shiny material, possibly with a plastic-like texture, which gives it a glamorous and sophisticated appearance. The gown is zip-up, allowing for ease of movement and comfort while wearing it."
2813063dcf505f6ed2aed289c29b3e86,"The clothing item is a black and white dress with a high waist and a tight fit. It features a short, a-line silhouette and a round neckline. The dress has a zip-up closure, and the material appears to be a combination of black and white patterns. The overall appearance of the dress is elegant and stylish, making it suitable for formal or semi-formal occasions."
f26d4efe8ba2d679b5ac9ed8310589f7,"The woman is wearing a blue dress with a mini skirt. The dress has a symmetrical design, featuring a round neckline and a zip-up front. The material appears to be a combination of silk and satin, giving it a luxurious and elegant appearance. The dress is styled in a formal manner, making it suitable for a special event or a red carpet occasion."
2dc9f8e62e1fa88d03a41fb8edd3c02e,"The woman is wearing a white jacket, which appears to be a classic and timeless piece. The jacket is paired with blue jeans, which have a symmetrical and regular fit. The jeans are loose and have a normal waist, with a curved and above-the-hip waistline. The woman is also wearing a pink shirt, which adds a pop of color to her outfit. She is holding a handbag, which complements her overall style. The woman's outfit exudes a casual and comfortable vibe, with a touch of elegance from the white jacket."
8ab7b06c214076a244513d8d88c52f4c,"The clothing item is a gray gown with an asymmetrical design. It features a high waist and a maxi length, giving it a long and elegant appearance. The gown has a zip-up front, adding a modern touch to the overall style. The material appears to be plastic, which gives it a unique and contemporary look. The gown's silhouette is sleek and elegant, making it suitable for formal or semi-formal occasions."
315544bf056f67772361d2748f605a06,"The woman is wearing a blue shirt and blue jeans. The shirt is a tight-fitting, short-sleeved garment with a low waist and a fly. The jeans are also tight and have a symmetrical design, with a regular waist and a set-in sleeve. The woman's overall silhouette is casual and stylish, with a curved neckline and a hip waist."
1d9ca8afec1dd93c995118bef4104340,"The person is wearing a black jacket, which appears to be a single-breasted, set-in sleeve design. The jacket has a symmetrical appearance, and the sleeves are wrist-length. The overall silhouette of the jacket is casual, and it is made of a material that is likely to be comfortable and suitable for outdoor wear."
c4baec6f9038da5e4713e7be22bee4f9,"The woman is wearing a red dress that is above the knee and has a symmetrical design. The dress is made of a material that appears to be lightweight and comfortable. The neckline is oval, and the dress has no opening, giving it a sleek and elegant appearance. The woman is sitting on a bench, and her posture and overall silhouette create a visually appealing scene."
a635b9a5ebc4401031bc64d21e628457,"The man is wearing a black blazer with a white shirt underneath. The blazer is symmetrical and has a tight fit, giving it a sleek and modern appearance. The jacket has a single-breasted design with a welt pocket, adding a touch of sophistication to the overall look. The man's outfit is completed with a black tie, which complements the blazer and white shirt."
368a15c298215748a554059c8871af3c,"The man is wearing a blue shirt with a collar and buttons. The shirt has a regular fit and a single breasted design. The man is also wearing jeans, which are a common choice for casual attire. The jeans have a symmetrical design and are worn with a fly. The man is standing in front of a white wall, which provides a clean and simple backdrop for his outfit."
